1:C 15 Mar 2023 04:00:46.488 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
1:C 15 Mar 2023 04:00:46.495 # Redis version=5.0.7, bits=64, commit=00000000, modified=0, pid=1, just started
1:C 15 Mar 2023 04:00:46.499 # Configuration loaded
1:M 15 Mar 2023 04:00:46.506 * Running mode=standalone, port=6380.
1:M 15 Mar 2023 06:30:09.286 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:14.414 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:19.501 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:24.573 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:29.700 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:34.803 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:39.882 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:44.989 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:50.111 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:30:55.201 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:00.321 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:05.441 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:10.560 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:15.669 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:20.767 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:25.859 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:30.968 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:36.076 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:41.176 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:46.298 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:51.409 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:31:56.531 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:01.640 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:06.750 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:11.856 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:16.944 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:22.056 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:27.165 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:32.291 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:37.424 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:42.519 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:47.637 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:52.755 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:32:57.861 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:02.999 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:08.117 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:13.219 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:18.318 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:23.437 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:28.529 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:33.664 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:38.784 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:43.889 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:48.988 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:54.106 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:33:59.204 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:04.315 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:09.428 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:14.531 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:19.641 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:24.788 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:29.870 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:35.019 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:40.126 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:45.250 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:50.362 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:34:55.469 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:00.563 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:05.669 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:10.776 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:15.882 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:20.993 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:26.097 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:31.223 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:36.352 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:41.448 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:46.570 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:51.713 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:35:56.825 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:01.957 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:07.092 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:12.177 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:17.242 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:22.344 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:27.474 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:32.554 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:37.679 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:42.797 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:47.922 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:53.038 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:36:58.156 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:03.275 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:08.358 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:13.483 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:18.605 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:23.721 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:28.818 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:33.933 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:39.035 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:44.143 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:49.259 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:54.374 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:37:59.508 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:04.613 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:09.739 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:14.854 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:19.982 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:25.094 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:30.224 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:35.319 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:40.441 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:45.540 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:50.623 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:38:55.751 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:00.861 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:05.979 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:11.093 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:16.179 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:21.285 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:26.376 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:31.451 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:36.540 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:41.641 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:46.746 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:51.820 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:39:56.919 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:02.045 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:07.132 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:12.232 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:17.328 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:22.444 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:27.585 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:32.707 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:37.810 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:42.898 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:48.020 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:53.130 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:40:58.225 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:03.320 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:08.441 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:13.528 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:18.610 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:23.722 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:28.824 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:33.910 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:39.000 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:44.167 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:49.267 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:54.386 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:41:59.508 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:04.581 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:09.708 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:14.813 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:19.942 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:25.048 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:30.152 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:35.264 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:40.369 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:45.487 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:50.612 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:42:55.707 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:00.812 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:05.941 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:11.077 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:16.192 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:21.324 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:26.425 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:31.547 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:36.652 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:41.786 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:46.868 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:51.954 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:43:57.048 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:02.137 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:07.263 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:12.368 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:17.483 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:22.579 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:27.687 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:32.792 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:37.917 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:43.023 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:48.126 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:53.234 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:44:58.332 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:03.449 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:08.550 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:13.635 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:18.742 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:23.851 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:28.970 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:34.063 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:39.189 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:44.292 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:49.377 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:54.470 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:45:59.586 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:04.706 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:09.806 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:14.904 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:20.006 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:25.102 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:30.212 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:35.326 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:40.442 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:45.539 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:50.653 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:46:55.725 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:00.795 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:05.904 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:10.993 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:16.091 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:21.184 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:26.329 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:31.425 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:36.549 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:41.646 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:46.760 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:51.877 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:47:56.996 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:02.087 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:07.194 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:12.308 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:17.417 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:22.520 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:27.591 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:32.734 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:37.817 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:42.905 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:48.031 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:53.147 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:48:58.220 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:03.340 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:08.441 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:13.563 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:18.690 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:23.801 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:28.908 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:34.010 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:39.102 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:44.222 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:49.322 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:54.408 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:49:59.530 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:04.628 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:09.739 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:14.859 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:19.959 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:25.072 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:30.190 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:35.297 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:40.404 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:45.514 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:50.617 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:50:55.736 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:00.843 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:05.965 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:11.078 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:16.186 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:21.306 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:26.431 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:31.543 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:36.619 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:41.754 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:46.863 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:51.976 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:51:57.061 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:02.145 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:07.278 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:12.374 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:17.477 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:22.590 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:27.684 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:32.778 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:37.879 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:43.010 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:48.097 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:53.204 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:52:58.320 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:03.435 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:08.557 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:13.673 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:18.784 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:23.910 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:29.002 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:34.135 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:39.257 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:44.349 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:49.428 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:54.543 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:53:59.665 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:04.792 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:09.907 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:15.021 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:20.165 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:25.248 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:30.351 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:35.476 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:40.559 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:45.717 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:50.836 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:54:55.944 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:01.030 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:06.136 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:11.246 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:16.346 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:21.443 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:26.571 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:31.694 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 15 Mar 2023 06:55:36.818 - 0 clients connected (0 replicas), 824128 bytes in use
